,title,genre
3493,Ramble On,Rock/Pop
3494,Ramblin' Boy,Folk/Roots
3495,Ramblin' Man,Country/Bluegrass
3496,Ramblin' Man,Rock/Pop
3497,Ramblin' Rose,Rock/Pop
3498,Rank Strangers To Me,Gospel
3499,Rap Is Still Outta Control,Hip-Hop
3500,Rapper's Delight,Hip-Hop
3501,Rapture,Hip-Hop
3502,Rasputin,Dance/Electronica
3503,Ravers Suck Our Sound,Dance/Electronica
3504,Raw Hide,Hip-Hop
3505,Rawhide,Country/Bluegrass
3506,Raxmus,Dance/Electronica
3507,Ray Of Light,Dance/Electronica
3508,Reach Out (I'll Be There),R & B/Soul
3509,Reactionary Tango,Jazz
3510,Ready Or Not,Hip-Hop
3511,Ready Teddy,Rock/Pop
3512,Ready To Die,Hip-Hop
3513,Real Love,R & B/Soul
3514,Reality Used To Be A Friend Of Mine,Hip-Hop
3515,Reason To Believe,Folk/Roots
3516,Rebel Rouser,Rock/Pop
3517,Rebel Without A Pause,Hip-Hop
3518,Rebirth Of Slick (Cool Like Dat),Hip-Hop
3519,Reconsider Baby,Blues
3520,Red,Dance/Electronica
3521,Red House,Blues
3522,Red Light Special,R & B/Soul
3523,Red Roses For A Blue Lady,Musical/Film
3524,Red Sails In The Sunset,Musical/Film
3525,Red Wing,Country/Bluegrass
3526,Redemption Song,Reggae
3527,Reefer Man,Jazz
3528,Reelin' And Rockin',Rock/Pop
3529,Reelin' In The Years,Rock/Pop
3530,Reflections In Blue,Jazz
3531,Refugee,Rock/Pop
3532,Regrets,Hip-Hop
3533,Regulate,Hip-Hop
3534,Reincarnation Of A Lovebird,Jazz
3535,Relax,Dance/Electronica
3536,Release The Pressure,Dance/Electronica
3537,Release Yo' Delf,Hip-Hop
3538,Remedy,Rock/Pop
3539,Remember,Musical/Film
3540,Remember (Walkin' In The Sand),R & B/Soul
3541,Rendez-Vu,Dance/Electronica
3542,Rene And Georgette Magritte With Their Dog After The War,Rock/Pop
3543,Repatriation Time,Reggae
3544,Rescue,Rock/Pop
3545,Rescue Me,R & B/Soul
3546,Respect,R & B/Soul
3547,Respect Yourself,R & B/Soul
3548,Retrospect For Life,Hip-Hop
3549,Return Of The Grievous Angel,Country/Bluegrass
3550,Return To Sender,Rock/Pop
3551,Reunited,Hip-Hop
3552,Revolution,Rock/Pop
3553,"Revolution Will Not Be Televised, The",Jazz
3554,Rhapsody In Blue,Jazz
3555,Rhinestone Cowboy,Country/Bluegrass
3556,Rhum 'N' Zouc,Jazz
3557,Rhythm Is Gonna Get You,R & B/Soul
3558,Rhythm Nation,Dance/Electronica
3559,Rhythm-A-Ning,Jazz
3560,Richard Cory,Folk/Roots
3561,Ride Away,Dance/Electronica
3562,Ride 'Em Jewboy,Country/Bluegrass
3563,Ride Me Down Easy,Country/Bluegrass
3564,Ride On Time,Dance/Electronica
3565,Riders In The Sky (aka Ghost Riders In The Sky),Country/Bluegrass
3566,Riders On The Storm,Rock/Pop
3567,Right In Time,Folk/Roots
3568,"Right Place, Wrong Time",R & B/Soul
3569,Ring My Bell,Dance/Electronica
3570,Ring Of Fire,Country/Bluegrass
3571,Ring Ring Ring (Ha Ha Hey),Hip-Hop
3572,Ring Them Bells,Rock/Pop
3573,Rip It Up,Rock/Pop
3574,Rise Up,Rock/Pop
3575,Risingson,Dance/Electronica
3576,"Rite Of Spring, The (Le Sacre Du Printemps)",Classical/ Contemporary
3577,River,Rock/Pop
3578,"River Deep, Mountain High",R & B/Soul
3579,River Man,Folk/Roots
3580,Riverbed,Folk/Roots
3581,Rivers Of Babylon,Reggae
3582,Roadhouse Blues,Rock/Pop
3583,Roadrunner,Rock/Pop
3584,Roamin' In The Gloamin',Musical/Film
3585,Rock And Roll,Rock/Pop
3586,Rock And Roll (Part II),Rock/Pop
3587,Rock Around The Clock,Rock/Pop
3588,Rock Box,Hip-Hop
3589,Rock Island Line,Folk/Roots
3590,Rock Lobster,Rock/Pop
3591,Rock Me,Gospel
3592,Rock 'N' Roll High School,Rock/Pop
3593,Rock 'N' Roll Music,Rock/Pop
3594,Rock 'N' Roll Nigger,Rock/Pop
3595,Rock The Bells,Hip-Hop
3596,Rock The Casbah,Rock/Pop
3597,Rock The Joint,R & B/Soul
3598,Rock Your Baby,Dance/Electronica
3599,Rock-A-Bye Your Baby With A Dixie Melody,Musical/Film
3600,Rockafeller Skank,Dance/Electronica
3601,Rocket 88,R & B/Soul
3602,Rocket Man,Rock/Pop
3603,Rockin' Chair,Jazz
3604,Rockin' In the Free World,Rock/Pop
3605,Rockin' Pneumonia And The Boogie Woogie Flu,R & B/Soul
3606,Rockin' Robin,R & B/Soul
3607,Rockin' The House,Blues
3608,Rockit,Dance/Electronica
3609,Rocky Top,Country/Bluegrass
3610,"Rodeo Song, The",Country/Bluegrass
3611,Roll 'Em,Swing
3612,Roll 'Em Pete,Blues
3613,Roll In My Sweet Baby's Arms,Country/Bluegrass
3614,Roll On Columbia,Folk/Roots
3615,Roll Over Beethoven,Rock/Pop
3616,Roll The Beats,Dance/Electronica
3617,Roll With Me Henry,R & B/Soul
3618,Rollin' And Tumblin',Blues
3619,Rollin' Wit You,Hip-Hop
3620,Romeo Had Juliet,Rock/Pop
3621,Room 606,Jazz
3622,Rooster,Rock/Pop
3623,"Roots Of Coincidence, The",Jazz
3624,Rosa Parks,Hip-Hop
3625,Rose Garden,Country/Bluegrass
3626,"Rose Is Still A Rose, A",R & B/Soul
3627,Rose Marie,Musical/Film
3628,Rose Of Washington Square,Musical/Film
3629,"Rose, The",Musical/Film
3630,Roses Of Picardy,Musical/Film
3631,Rosetta,Jazz
3632,Rough Ole Life (Babylon),Reggae
3633,Round Midnight,Jazz
3634,Route 66 Theme,Jazz
3635,"Row, Row, Row",Musical/Film
3636,Rowche Rumble,Rock/Pop
3637,Roxanne,Rock/Pop
3638,"Roxanne, Roxanne",Hip-Hop
3639,Roxanne's Revenge,Hip-Hop
3640,Royal Garden Blues,Jazz
3641,Ruby Baby,R & B/Soul
3642,Ruby Tuesday,Rock/Pop
3643,"Ruby, My Dear",Jazz
3644,Ruckzuck,Dance/Electronica
3645,Ruler Of My Heart,R & B/Soul
3646,Rum And Coca-Cola,Jazz
3647,Rumble,Rock/Pop
3648,Rumours Of Glory,Folk/Roots
3649,Rump Shaker,Hip-Hop
3650,Run On,Dance/Electronica
3651,"Run Softly, Blue River",Country/Bluegrass
3652,Run That Body Down,Rock/Pop
3653,Run Through The Jungle,Rock/Pop
3654,Runaround Sue,R & B/Soul
3655,Runaway,Rock/Pop
3656,Running On Empty,Rock/Pop
3657,Running Up That Hill,Rock/Pop
3658,Run's House,Hip-Hop
3659,,
3660,S Wonderful,Jazz
3661,Sabotage,Hip-Hop
3662,Sabre Dance,Classical/ Contemporary
3663,Sabu Visits The Twin Cities Alone,Folk/Roots
3664,Sack O' Woe,Jazz
3665,Sad-Eyed Lady Of The Lowlands,Rock/Pop
3666,Safety Dance,Rock/Pop
3667,Sail Across The Water,Folk/Roots
3668,Sail Along Silv'ry Moon,Musical/Film
3669,Sail Away,R & B/Soul
3670,Saint Dominic's Preview,R & B/Soul
3671,Saints,Rock/Pop
3672,Sally Ann,Rock/Pop
3673,Salt Peanuts,Jazz
3674,Saltwater,Dance/Electronica
3675,Salty Dog Blues (aka Let Me Be Your Salty Dog),Country/Bluegrass
3676,Salva Mea,Dance/Electronica
3677,Sam Stone,Folk/Roots
3678,Sam With The Showing Scalp Flat Top,Rock/Pop
3679,San Antonio Rose,Country/Bluegrass
3680,San Quentin,Country/Bluegrass
3681,Sanctuary,Jazz
3682,Satin Doll,Jazz
3683,Satisfaction,Rock/Pop
3684,"Satisfied Mind, A",Country/Bluegrass
3685,Saturday Clothes,Folk/Roots
3686,Saturday Night,Hip-Hop
3687,Saturday Night,Dance/Electronica
3688,Saturday Night Fish Fry,R & B/Soul
3689,Save The Best For Last,R & B/Soul
3690,Save The Last Dance For Me,R & B/Soul
3691,Saving All My Love For You,R & B/Soul
3692,Sawmill,Country/Bluegrass
3693,Say Hello To Jamie Jones,Rock/Pop
3694,Say It Loud (I'm Black And I'm Proud),R & B/Soul
3695,Say No Go,Hip-Hop
3696,Scarborough Fair/Canticle,Folk/Roots
3697,Scarlet Ribbons (For Her Hair),Folk/Roots
3698,Scenario,Hip-Hop
3699,Scenes From An Italian Restaurant,Rock/Pop
3700,Schizophrenia,Rock/Pop
3701,School Days,Musical/Film
3702,School Days,Rock/Pop
3703,School's Out,Rock/Pop
3704,Scorn Of The Women,Folk/Roots
3705,Scotch And Soda,Jazz
3706,Scrapple From The Apple,Jazz
3707,Scratchin' In The Gravel,Jazz
3708,Screaming Target,Reggae
3709,Sea Cruise,R & B/Soul
3710,Sea Of Heartbreak,Country/Bluegrass
3711,Sea Of Love,R & B/Soul
3712,Search And Destroy,Rock/Pop
3713,Search For Peace,Jazz
3714,Searchin',R & B/Soul
3715,Season Of The Witch,Rock/Pop
3716,Seasons Of Love,Musical/Film
3717,Second Hand Rose,Musical/Film
3718,Second Round K. O.,Hip-Hop
3719,"Second Time Around, The",Musical/Film
3720,Secret Love,Musical/Film
3721,See Emily Play,Rock/Pop
3722,See See Rider (aka CC Rider),Blues
3723,See That My Grave Is Kept Clean,Blues
3724,Self Portrait In Three Colors,Jazz
3725,Self Serve Gas Station,Rock/Pop
3726,Semi Classical Natty Dread,Reggae
3727,Send In The Clowns,Musical/Film
3728,Send Me The Pillow That You Dream On,Country/Bluegrass
3729,Senses Working Overtime,Rock/Pop
3730,Sensitive New Age Guys,Folk/Roots
3731,Sentimental Journey,Jazz
3732,September,R & B/Soul
3733,September Gurls,Rock/Pop
3734,September In The Rain,Jazz
3735,September Song,Jazz
3736,Serenade To A Cuckoo,Jazz
3737,Set Adrift On Memory Bliss,Hip-Hop
3738,Setting Sun,Dance/Electronica
3739,Seven Whole Days,R & B/Soul
3740,Seven Year Ache,Country/Bluegrass
3741,Seventh Son,Blues
3742,Seventy-Six Trombones,Musical/Film
3743,Sex Kills,Rock/Pop
3744,Sex Me,R & B/Soul
3745,Sexual Healing,R & B/Soul
3746,Sexuality,Folk/Roots
3747,Sexy Boy,Dance/Electronica
3748,Shadow Of A Doubt,Rock/Pop
3749,"Shadow Of Your Smile, The",Musical/Film
3750,Shadowboxer,Rock/Pop
3751,Shadowboxin',Hip-Hop
3752,Shadows On A Dime,Folk/Roots
3753,Shaft,Musical/Film
3754,Shake A Hand,R & B/Soul
3755,Shake 'Em Down,Blues
3756,Shake Hands With Beef,Rock/Pop
3757,Shake Sugaree,Folk/Roots
3758,Shake Your Booty,Dance/Electronica
3759,Shake Your Moneymaker,Blues
3760,"Shake, Rattle, And Roll",Blues
3761,Shakin' All Over,Rock/Pop
3762,Shall We Dance?,Jazz
3763,Shall We Dance?,Jazz
3764,Shame,Dance/Electronica
3765,Shameless,Folk/Roots
3766,Shamrocks And Shenanigans,Hip-Hop
3767,"Shape I'm In, The",Rock/Pop
3768,Shark Attack,Reggae
3769,Sharp Cutting Wings (Song To A Poet),Folk/Roots
3770,Shaw 'Nuff,Jazz
3771,Sh-Boom,R & B/Soul
3772,She,Musical/Film
3773,She Believes In Me,Country/Bluegrass
3774,She Don't Use Jelly,Rock/Pop
3775,She Drives Me Crazy,Rock/Pop
3776,She Loves You,Rock/Pop
3777,She Thinks I Still Care,Country/Bluegrass
3778,She Was Only Seventeen (He Was One Year More),Country/Bluegrass
3779,She Works Hard For The Money,Dance/Electronica
3780,Sheena Is A Punk Rocker,Rock/Pop
3781,Sheik Of Araby,Jazz
3782,Sherry,Rock/Pop
3783,She's A Bitch,Hip-Hop
3784,She's A Mystery To Me,Rock/Pop
3785,She's Funny That Way (He's Funny That Way),Jazz
3786,She's In Love With The Boy,Country/Bluegrass
3787,She's Leaving Home,Rock/Pop
3788,She's No Lady,Country/Bluegrass
3789,She's Not There,Rock/Pop
3790,She's Out There Somewhere,Blues
3791,She's So Heavy,Rock/Pop
3792,She's Tuff,Blues
3793,Shifting Whispering Sands,Country/Bluegrass
3794,Shimmy Shimmy Ya,Hip-Hop
3795,Shine On Harvest Moon,Musical/Film
3796,"Ship Song, The",Rock/Pop
3797,"Ship Without A Sail, A",Musical/Film
3798,"Shit, Damn, Motherfucker",R & B/Soul
3799,Shiver Me Timbers,Jazz
3800,Shoo Shoo Baby,Swing
3801,Shoo-Be-Doo-Be-Doo-Da-Day,R & B/Soul
3802,Shoo-Fly Pie And Apple Pan Dowdy,Jazz
3803,"Shook Ones, Pt. 2",Hip-Hop
3804,Shoop,Hip-Hop
3805,Shoop Shoop Song (It's In His Kiss),R & B/Soul
3806,Shoots And Ladders,Rock/Pop
3807,Shop Around,R & B/Soul
3808,Short People,Rock/Pop
3809,Shot By Both Sides,Rock/Pop
3810,Shotgun Down The Avalanche,Folk/Roots
3811,Should I Stay Or Should I Go?,Rock/Pop
3812,Should've Been A Cowboy,Country/Bluegrass
3813,Shout (Parts 1 & 2),R & B/Soul
3814,Shreveport Stomp,Jazz
3815,Shtetl (Ghetto Life),Jazz
3816,Shut Up And Kiss Me,Country/Bluegrass
3817,Siberian Snowstorm,Dance/Electronica
3818,Side By Side,Musical/Film
3819,Side Of The Road,Folk/Roots
3820,Sidewalking,Rock/Pop
3821,"Sidewinder, The",Jazz
3822,Sign O' The Times,Rock/Pop
3823,"Sign, The",Dance/Electronica
3824,"Signed, Sealed, Delivered I'm Yours",R & B/Soul
3825,Silent All These Years,Rock/Pop
3826,Silhouettes,R & B/Soul
3827,Silver Rocket,Rock/Pop
3828,Silver Threads And Golden Needles,Country/Bluegrass
3829,Silver Wheels,Folk/Roots
3830,Simon Says,Hip-Hop
3831,Sin City,Country/Bluegrass
3832,Since I Don't Have You,R & B/Soul
3833,Since I Fell For You,R & B/Soul
3834,Since I Met You Baby,R & B/Soul
3835,Since You Asked,Folk/Roots
3836,Sincerely,R & B/Soul
3837,"Sincerity, Pt. 1 & 2",Dance/Electronica
3838,Sing Me Softly Of The Blues,Jazz
3839,Sing Sing Sing,Swing
3840,Singin' In The Rain,Musical/Film
3841,Singin' The Blues,Country/Bluegrass
3842,"Singing Oyster, The",Jazz
3843,"Sinking Of The Reuben James, The",Folk/Roots
3844,Sinsemilla,Reggae
3845,Sioux City Sue,Country/Bluegrass
3846,Sir Duke,R & B/Soul
3847,Sisotowbell Lane,Folk/Roots
3848,Sister Morphine,Rock/Pop
3849,Sister Ray,Rock/Pop
3850,Sister Sister,Hip-Hop
3851,Sisters,Musical/Film
3852,Sisters Of Mercy,Folk/Roots
3853,Sit On My Face,Musical/Film
3854,Sittin' On The Dock Of The Bay,R & B/Soul
3855,Six Cold Feet In The Ground,Blues
3856,Six Days On The Road,Country/Bluegrass
3857,Six 'N Da Mornin' (6 'N Da Mornin'),Hip-Hop
3858,Six Strings Down,Blues
3859,Sixteen Blue,Rock/Pop
3860,Sixteen Going On Seventeen,Musical/Film
3861,Sixteen Shells From A Thirty-Ought Six,Rock/Pop
3862,Sixteen Tons,Folk/Roots
3863,Sixteenth St. Baptist Church (16th St. Baptist Church),Jazz
3864,"Six-Three-Four-Five-Seven-Eight-Nine (634-5789, Soulsville, USA)",R & B/Soul
3865,Sixty Minute Man (60 Minute Man),R & B/Soul
3866,Sixty-one Highway (61 Highway),Blues
3867,Skin,Rock/Pop
3868,Skin Against Skin,Dance/Electronica
3869,"Sky Is Crying, The",Blues
3870,Sky Pilot,Rock/Pop
3871,Skylark,Jazz
3872,Skyway,Rock/Pop
3873,Slap That Bass,Jazz
3874,Slaughter On Tenth Avenue,Jazz
3875,Slave 2 The Rhythm,Hip-Hop
3876,Slavery Days,Reggae
3877,Sledgehammer,Rock/Pop
3878,Sleeping Single In A Double Bed,Country/Bluegrass
3879,Sleepy Maggie,Folk/Roots
3880,Sleepy Time Gal,Jazz
3881,Slim Slow Slider,Blues
3882,Slippin',Hip-Hop
3883,Slivovitz Trail,Jazz
3884,Sloop John B,Folk/Roots
3885,Slow Down,R & B/Soul
3886,Slow Hand,R & B/Soul
3887,Sludgefeast,Rock/Pop
3888,Smackwater Jack,R & B/Soul
3889,Smells Like Teen Spirit,Rock/Pop
3890,Smile,Musical/Film
3891,Smoke Gets In Your Eyes,Jazz
3892,Smoke On The Water,Rock/Pop
3893,Smoke Smoke Smoke That Cigarette,Folk/Roots
3894,Smoke Stack Lightning,Blues
3895,Smokebelch I,Dance/Electronica
3896,Smoking Gun,Blues
3897,Smoky Mountain Rain,Country/Bluegrass
3898,Smooth,Rock/Pop
3899,Smooth Operator,R & B/Soul
3900,Smooth Operator,Hip-Hop
3901,Snag It,Jazz
3902,Snow In San Anselmo,R & B/Soul
3903,Snowbird,Country/Bluegrass
3904,Snowin' In Brooklyn,Folk/Roots
3905,So Jah Seh,Reggae
3906,So Long,Jazz
3907,"So Long, It's Been Good To Know You",Folk/Roots
3908,"So Long, Marianne",Folk/Roots
3909,"So Long, Mary",Musical/Film
3910,So Many Tears,Hip-Hop
3911,So On And So On,Hip-Hop
3912,So What,Jazz
3913,Soft Shoe,Jazz
3914,"Softly, As In A Morning Sunrise",Jazz
3915,Sold American,Country/Bluegrass
3916,Solitude,Jazz
3917,Solitude Standing,Rock/Pop
3918,Solo Flight,Swing
3919,Some Enchanted Evening,Musical/Film
3920,Some Of These Days,Jazz
3921,Some Sunny Day,Musical/Film
3922,Somebody For Me,Hip-Hop
3923,Somebody Got Murdered,Rock/Pop
3924,Somebody Hold Me (Until She Passes By),Country/Bluegrass
3925,Somebody Loves Me,Musical/Film
3926,Somebody Stole My Gal,Musical/Film
3927,Somebody To Love,Rock/Pop
3928,Someday My Prince Will Come,Jazz
3929,Someday Soon,Country/Bluegrass
3930,Someone Like You,R & B/Soul
3931,Someone To Watch Over Me,Jazz
3932,Somethin' Else,Rock/Pop
3933,Something,Rock/Pop
3934,Something In Red,Country/Bluegrass
3935,Something In The Air,Rock/Pop
3936,Something Just Ain't Right,R & B/Soul
3937,Something To Remember You By,Musical/Film
3938,Sometime Ago,Jazz
3939,Sometimes I See,Jazz
3940,Sometimes I'm Happy,Jazz
3941,Somewhere,Musical/Film
3942,Somewhere Down The Crazy River,Rock/Pop
3943,Somewhere My Love (Lara's Theme),Musical/Film
3944,Son Of A Preacher Man,R & B/Soul
3945,Song 2,Rock/Pop
3946,Song For A Winter's Night,Folk/Roots
3947,Song For My Father,Jazz
3948,Song For Strayhorn,Jazz
3949,"Song Is Ended, But The Melody Lingers On, The",Musical/Film
3950,"Song Is You, The",Jazz
3951,Song Of Bernadette,Rock/Pop
3952,Song Of The Islands,Musical/Film
3953,Song Of The Vagabonds,Musical/Film
3954,"Song Remains The Same, The",Rock/Pop
3955,Song To A Seagull,Folk/Roots
3956,Song To The Siren,Rock/Pop
3957,Songs To Aging Children Come,Folk/Roots
3958,Sonny Boy,Musical/Film
3959,Sonny's Dream,Country/Bluegrass
3960,Soon As I Get Home,R & B/Soul
3961,Sophisticated Lady,Jazz
3962,"Sorry, Africa",Folk/Roots
3963,Soul Bossa Nova,Jazz
3964,Soul Flower,Hip-Hop
3965,Soul Makossa,Dance/Electronica
3966,Soul Man,R & B/Soul
3967,Soul Of A Man,Gospel
3968,Soul Sacrifice,Rock/Pop
3969,Soultrane,Jazz
3970,Sound Of Da Police,Hip-Hop
3971,"Sound Of Music, The",Musical/Film
3972,"Sound Of Silence, The",Folk/Roots
3973,"Sound Of The Suburbs, The",Rock/Pop
3974,Sour Times,Dance/Electronica
3975,South American Way,Jazz
3976,South Of The Border,Rock/Pop
3977,South Of The Border (Down Mexico Way),Country/Bluegrass
3978,South Street,R & B/Soul
3979,Southern Man,Rock/Pop
3980,Southern Nights,Country/Bluegrass
3981,Southernplayalist-icadillacmuzik,Hip-Hop
3982,Souvenirs,Jazz
3983,Space Oddity,Rock/Pop
3984,Spain,Jazz
3985,"Spam Song, The (aka Spam, Spam, Spam, Spam)",Musical/Film
3986,Spanish Harlem,R & B/Soul
3987,Spanish Is The Loving Tongue,Folk/Roots
3988,Spark,Rock/Pop
3989,Sparkles,Dance/Electronica
3990,Sparrow's Point,Folk/Roots
3991,Spastik,Dance/Electronica
3992,Speak Like A Child,Jazz
3993,Speak Low,Jazz
3994,Speak No Evil,Jazz
3995,Speak Softly Love,Musical/Film
3996,Speaking Of A Girl Named Suzy,Hip-Hop
3997,Spend My Life With You,R & B/Soul
3998,"Spiderbite Song, The",Rock/Pop
3999,Spin Spin Sugar,Dance/Electronica
4000,Spinning Wheel,Rock/Pop
4001,Spirit In The Sky,Gospel
4002,Spoonful,Blues
4003,"Spoonful Blues, A",Blues
4004,"Spoonful Of Sugar, A",Musical/Film
4005,Spoonman,Rock/Pop
4006,S'posin,Jazz
4007,Spotlight,Folk/Roots
4008,Spring Will Be A Little Late This Year,Jazz
4009,Springtime For Hitler,Musical/Film
4010,Square Biz,R & B/Soul
4011,St. Louis Blues,Blues
4012,St. Thomas,Jazz
4013,Stablemates,Jazz
4014,Stack-O-Lee (Stagger Lee),Blues
4015,Stage Fright,Rock/Pop
4016,Stairway To Heaven,Rock/Pop
4017,Stand By Me,R & B/Soul
4018,Stand By Your Man,Country/Bluegrass
4019,Standin' On The Corner (Blue Yodel #9),Country/Bluegrass
4020,Standing In The Shadows Of Love,R & B/Soul
4021,Standing On The Corner (Watching All The Girls Go By),Musical/Film
4022,Star Dust (Stardust),Jazz
4023,Star Trek Theme,Musical/Film
4024,Star Trekkin',Rock/Pop
4025,Star Wars Theme,Musical/Film
4026,"Starfuckers, Inc.",Rock/Pop
4027,Staring At The Sun,Rock/Pop
4028,Starman,Rock/Pop
4029,Stars Fell On Alabama,Jazz
4030,Start Me Up,Rock/Pop
4031,Starvation Blues,Blues
4032,Statesboro Blues,Blues
4033,Static's Waltz,Dance/Electronica
4034,Stay (I Missed You),Rock/Pop
4035,Stay A Little Longer,Country/Bluegrass
4036,Stay All Night,Blues
4037,Stay With Me,Rock/Pop
4038,Stayin' Alive,Dance/Electronica
4039,Steaming,Rock/Pop
4040,Steel Guitar Rag,Folk/Roots
4041,Steeplechase,Jazz
4042,Stella By Starlight,Jazz
4043,Stella/Age Of Love,Dance/Electronica
4044,Stem,Folk/Roots
4045,Step It Up And Go,Blues
4046,Step On,Dance/Electronica
4047,Step Right Up,Jazz
4048,Steppin' Out With My Baby,Jazz
4049,Steppin' Stone,Blues
4050,Sticks And Stones,R & B/Soul
4051,Stigmata,Rock/Pop
4052,Still Ain't Satisfied,Folk/Roots
4053,Still Crazy After All These Years,Rock/Pop
4054,Still I Long For Your Kiss,Folk/Roots
4055,Still Life,Folk/Roots
4056,Still Not A Player,Hip-Hop
4057,Still Shining,Hip-Hop
4058,Still The Same,Rock/Pop
4059,Still Water,Folk/Roots
4060,Stir It Up,Reggae
4061,Stockholm Sweetnin',Jazz
4062,Stolen Moments,Jazz
4063,Stomp,Dance/Electronica
4064,Stomp,Hip-Hop
4065,Stompin' At Decca,Jazz
4066,Stompin' At The Savoy,Swing
4067,Stone Crazy,Blues
4068,Stop! In The Name Of Love,R & B/Soul
4069,Stormy Monday Blues,Blues
4070,Stormy Weather,Jazz
4071,Story Of Isaac,Folk/Roots
4072,Straight Life,Jazz
4073,Straight Out The Jungle,Hip-Hop
4074,Straight Outta Compton,Hip-Hop
4075,Straight To Hell,Rock/Pop
4076,Straight To The Top,Jazz
4077,"Straight, No Chaser",Jazz
4078,Straighten It Out,Hip-Hop
4079,Straighten Up And Fly Right,Jazz
4080,Strange Fire,Folk/Roots
4081,Strange Fruit,Jazz
4082,Strange Meadowlark,Jazz
4083,Stranger In Paradise,Musical/Film
4084,Stranger Song,Folk/Roots
4085,Strawberry Fields Forever,Rock/Pop
4086,Strawberry Roan,Country/Bluegrass
4087,Strawberry Soup,Jazz
4088,Strawberry Wine,Country/Bluegrass
4089,Street Blues,Jazz
4090,Street Dreams,Hip-Hop
4091,Street Fighting Man,Rock/Pop
4092,Street Waves,Rock/Pop
4093,Street Woman,Jazz
4094,Streets In Africa,Reggae
4095,Streets Of Arklow,R & B/Soul
4096,Streets Of London,Folk/Roots
4097,Streets Of New York,Hip-Hop
4098,Streets Of Philadelphia,Musical/Film
4099,Strength,Hip-Hop
4100,Strike Up The Band,Jazz
4101,"String Of Pearls, A",Swing
4102,Stringin' The Blues,Jazz
4103,Strings Of Life,Dance/Electronica
4104,"Stripper, The",Jazz
4105,Struttin' With Some Barbecue,Jazz
4106,Stuck In The Middle With You,Rock/Pop
4107,Stuck Inside Of Mobile With The Memphis Blues Again,Rock/Pop
4108,Stuff Like That,R & B/Soul
4109,Stuffy,Jazz
4110,Substitute,Rock/Pop
4111,Subterranean Homesick Blues,Rock/Pop
4112,Such A Night,R & B/Soul
4113,Such A Night,R & B/Soul
4114,Sucker MC's (Krush-Groove 1),Hip-Hop
4115,Sudbury Saturday Night,Country/Bluegrass
4116,Sudden Revelation,Dance/Electronica
4117,Sugar Blues,Blues
4118,Sugar Foot Stomp (aka Dipper Mouth Blues),Jazz
4119,Sugar Mama Blues,Blues
4120,Sugar Never Tasted So Good,Rock/Pop
4121,Sugar Ray,Rock/Pop
4122,Suicide Is Painless,Musical/Film
4123,Suite: Judy Blue Eyes,Rock/Pop
4124,Sultans Of Swing,Rock/Pop
4125,Summer Babe,Rock/Pop
4126,Summer In The City,Rock/Pop
4127,Summer Love (Summer Love Theme),Dance/Electronica
4128,Summer Nights,Musical/Film
4129,Summer Of '69,Rock/Pop
4130,Summer Place Theme,Musical/Film
4131,Summer Side Of Life,Folk/Roots
4132,Summer Wages,Folk/Roots
4133,Summertime,Jazz
4134,Summertime Blues,Rock/Pop
4135,Summertime Rolls,Rock/Pop
4136,"Sun Rising, The",Dance/Electronica
4137,Sunday Bloody Sunday,Rock/Pop
4138,Sunday Morning Coming Down,Country/Bluegrass
4139,Sundown,Folk/Roots
4140,Sunflower Slow Drag,Ragtime
4141,Sunflowers,Jazz
4142,Sunny,Rock/Pop
4143,Sunny Came Home,Folk/Roots
4144,Sunny Side Up,Musical/Film
4145,"Sunrise, Sunset",Musical/Film
4146,Sunshine Of Your Love,Rock/Pop
4147,Sunshine Superman,Rock/Pop
4148,Super Freak (aka Superfreak),R & B/Soul
4149,Superappin',Hip-Hop
4150,Supercalifragilistic-expialidocious,Musical/Film
4151,Superfly,R & B/Soul
4152,Superman's Dead,Rock/Pop
4153,Superman's Song,Rock/Pop
4154,Supersonic,Rock/Pop
4155,Superstar,Rock/Pop
4156,Superstition,R & B/Soul
4157,Surfin' Safari,Rock/Pop
4158,Surfin' USA,Rock/Pop
4159,Surrey With The Fringe On Top,Jazz
4160,Survival Of The Fittest,Hip-Hop
4161,Susie Q,Rock/Pop
4162,Suspicious Minds,Rock/Pop
4163,Suzanne,Folk/Roots
4164,Suzanne,R & B/Soul
4165,Swanee,Musical/Film
4166,Sweet Adeline,Musical/Film
4167,Sweet Baby James,Folk/Roots
4168,Sweet Black Angel,Blues
4169,Sweet Caroline,Rock/Pop
4170,Sweet Child O' Mine,Rock/Pop
4171,Sweet Dreams,Country/Bluegrass
4172,Sweet Dreams Are Made Of This,Rock/Pop
4173,Sweet Forgiveness,Country/Bluegrass
4174,Sweet Georgia Brown,Jazz
4175,Sweet Home Alabama,Rock/Pop
4176,Sweet Home Chicago,Blues
4177,Sweet Jane,Rock/Pop
4178,Sweet Leilani,Musical/Film
4179,Sweet Little Angel,Blues
4180,Sweet Little Sixteen,Rock/Pop
4181,Sweet Lorraine,Musical/Film
4182,Sweet Old World,Folk/Roots
4183,Sweet Rosalyn,Rock/Pop
4184,Sweet Soul Music,R & B/Soul
4185,"Sweet Sue, Just You",Jazz
4186,Sweet Talking Version,Reggae
4187,Sweet Thing,R & B/Soul
4188,"Sweetest Taboo, The",R & B/Soul
4189,Swimming,Rock/Pop
